"wine_name","style"
"Monte Santoccio 2015 Valpolicella Classico Superiore Ripasso","Medium-Bodied Red Wines"
"Ouled Thaleb 2015 Moroccan Red","Medium-Bodied Red Wines"
"Borsao 2009 Berola Red","Medium-Bodied Red Wines"
"Pizzolato 2012 Rosso Convento Red","Medium-Bodied Red Wines"
"Bogati NV Black Label Club CMC Reserve Red","Medium-Bodied Red Wines"
"Cambridge & Sunset 2012 The Clippings White","Aromatic White Wines"
"Spann Vineyards NV Betsy's Backacher Lot 10 Red","Full-Bodied Red Wines"
"Coyote Canyon 2010 H/H Estates Michael Andrews Coyote Canyon Vineyard Red","Medium-Bodied Red Wines"
"Santa Faustina 2004 D'Autor Red","Full-Bodied Red Wines"
"Vatistas 2006 Asproudi - Assyrtiko White","Aromatic White Wines"
"Skinner 2014 Seven Generations White","Aromatic White Wines"
"Nicolis 2008 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Redwood Ridge Estate 2013 Red","Medium-Bodied Red Wines"
"Sanguis 2011 Out of Line White","Full-Bodied White Wines"
"Vigneti Villabella 2005 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Domaines Barons de Rothschild","Full-Bodied Red Wines"
"Bremerton 2005 Tamblyn Cabernet-Shiraz-Malbec-Merlot Red","Full-Bodied Red Wines"
"Fattoria Le Pupille 2013 Saffredi","Full-Bodied Red Wines"
"Fattoria Le Pupille 2012 Poggio Valente Riserva","Full-Bodied Red Wines"
"Newhouse Family 2010 Vestige Red","Medium-Bodied Red Wines"
"Tarara 2013 Long Bomb Edition Seven Red","Medium-Bodied Red Wines"
"Masi Tupungato 2013 Passo Doble Malbec-Corvina Red","Full-Bodied Red Wines"
"Donatella Cinelli Colombini 2013 Cenerentola Rosso Red","Medium-Bodied Red Wines"
"Lapostolle 2014 Le Petit Clos Red","Full-Bodied Red Wines"
"Toccata 2013 Riserva Red","Medium-Bodied Red Wines"
"Bodegas Escudero 2009 Becquer White","Light-Bodied White Wines"
"Aconga 2011 Bonarda-Merlot Red","Medium-Bodied Red Wines"
"Polkura 2011 GSM+T Red","Medium-Bodied Red Wines"
"Poggio Trevvalle 2013 Morellino di Scansano","Medium-Bodied Red Wines"
"Fossacolle 2010 Riesci Red","Medium-Bodied Red Wines"
"Marco Abella 2010 Clos Abella Red","Full-Bodied Red Wines"
"Rumpus 2010 Red","Medium-Bodied Red Wines"
"Le Marognole 2008 Camporocco","Full-Bodied Red Wines"
"Alias 2011 Secret Agent Red","Medium-Bodied Red Wines"
"Burchino 2015 Chianti Superiore","Medium-Bodied Red Wines"
"Castellani 2015 Chianti Colli Senesi","Medium-Bodied Red Wines"
"Travignoli 2013 Tegolaia Riserva","Medium-Bodied Red Wines"
"Borra 2010 47.5 Degree Red","Medium-Bodied Red Wines"
"Fattoria Le Pupille 2009 Poggio Valente Riserva","Full-Bodied Red Wines"
"Francis Ford Coppola 2007 Director's Cut Cinema Red","Full-Bodied Red Wines"
"Bergevin Lane 2012 Calico Red","Medium-Bodied Red Wines"
"Camaraderie NV Storm King Red Red","Medium-Bodied Red Wines"
"Page Cellars 2005 Libra De Carta Red Wine Red","Medium-Bodied Red Wines"
"Vatistas NV Kidonitsa White","Aromatic White Wines"
"Graffigna 2003 Santiago Graffigna Limited Release Red","Medium-Bodied Red Wines"
"Boekenhoutskloof 2009 The Wolftrap White","Medium-Bodied Red Wines"
"Château de Jau 2002 Jaja Red","Medium-Bodied Red Wines"
"Château Camplazens 1999 La Garrigue - La Clape Controlle Red","Medium-Bodied Red Wines"
"Proemio 2011 I Barrel Selection Red","Full-Bodied Red Wines"
"Les Vignerons de la Méditerranée 2004 Cuvée Mythique Réserve Red","Medium-Bodied Red Wines"
"Feliz Noche 2007 Mi Pasión Red","Medium-Bodied Red Wines"
"Il Sassolo 2011 Santa Cristina a Mezzana","Full-Bodied Red Wines"
"Poggio al Casone 2015 Chianti Superiore","Medium-Bodied Red Wines"
"Romeo 2011 Riserva dei Mandorli","Full-Bodied Red Wines"
"Cantina del Giusto 2011 San Claudio II Riserva","Full-Bodied Red Wines"
"Cantine Bellini 2013 Riserva","Medium-Bodied Red Wines"
"Cipriana 2012 Scopaio","Full-Bodied Red Wines"
"Entropy Cellars NV Syzygy Red","Full-Bodied Red Wines"
"Jaspi 2011 Negre Red","Full-Bodied Red Wines"
"Terre del Marchesato 2012 Emilio Primo","Medium-Bodied Red Wines"
"Sierra Norte 2014 Fuenteseca Red","Medium-Bodied Red Wines"
"Sonoma Collection 2013 District 3 Red","Medium-Bodied Red Wines"
"Occhipinti 2010 Cerasuolo di Vittoria","Medium-Bodied Red Wines"
"Renwood 2012 Clarion Red","Full-Bodied Red Wines"
"Feudo Arancio 2010 Hekate White","Full-Bodied White Wines"
"Al-Cantàra 2013 Occhi di Ciumi Bianco","Medium-Bodied Red Wines"
"Benanti 1999 Serra della Contessa Rosso","Full-Bodied Red Wines"
"Cantine Russo 2013 Bianco","Aromatic White Wines"
"Fondo Antico 2014 I Versi White","Light-Bodied White Wines"
"Mollydooker 2015 Two Left Feet Red","Full-Bodied Red Wines"
"Snoqualmie 2014 Whistle Stop Red","Medium-Bodied Red Wines"
"Hatzi Michalis 2008 Veriki White","Full-Bodied White Wines"
"Carpineto 2008 Dogajolo White","Full-Bodied White Wines"
"Fujishin 2012 Amatino Red","Medium-Bodied Red Wines"
"Fenestra NV True Red Lot 22 Red","Full-Bodied Red Wines"
"Leonetti Cellar 2005 Reserve Red Wine Red","Full-Bodied Red Wines"
"Bonny Doon 2012 A Proper Claret Red","Full-Bodied Red Wines"
"Seven Hills 2009 Planing Mill Red Red","Full-Bodied Red Wines"
"Tenute Salvaterra 2007 Cave di Prun Riserva","Full-Bodied Red Wines"
"Musella 2010 Riserva","Full-Bodied Red Wines"
"Pieropan 2012 Vigna Garzon","Full-Bodied Red Wines"
"Cesari 2009 Il Bosco","Full-Bodied Red Wines"
"La Rata 2013 Red","Full-Bodied Red Wines"
"Monte del Frà 2012 Lena di Mezzo","Full-Bodied Red Wines"
"Tenuta di Trecciano 2005 Daniello Red","Medium-Bodied Red Wines"
"Tsillan Cellars 2006 Bellissima Rossa Red","Medium-Bodied Red Wines"
"Bouké 2007 Red Table Wine Red","Medium-Bodied Red Wines"
"Domaine des Terrisses 2008 White","Light-Bodied White Wines"
"Caiarossa 2007 Pergolaia Red","Medium-Bodied Red Wines"
"Campo alla Sughera 2010 Adèo","Full-Bodied Red Wines"
"Hugel 2011 Gentil Hugel White","Aromatic White Wines"
"ONX 2010 Praetorian Red","Medium-Bodied Red Wines"
"Domini de la Cartoixa 2008 Galena Red","Full-Bodied Red Wines"
"Portal del Priorat 2014 Negre de Negres Red","Medium-Bodied Red Wines"
"Cesari 2016 Cento Filari","Full-Bodied White Wines"
"Château Revelette 2005 Red","Medium-Bodied Red Wines"
"Saint André de Figuière 2007 Valerie White","Light-Bodied White Wines"
"Marco Cecchini 2006 Tovè White","Aromatic White Wines"
"Drei Donà 2013 Palazza Riserva Red","Medium-Bodied Red Wines"
"Girolamo Russo 2014 Rosso","Full-Bodied Red Wines"
"14 Hands 2013 Limited Release Kentucky Derby Red","Medium-Bodied Red Wines"
"Chateau Ste. Michelle 2004 Artist Series Meritage Red","Medium-Bodied Red Wines"
"428 Wines 2004 Boulevard Red","Medium-Bodied Red Wines"
"Barreto 2004 Vinho Tinto Red","Medium-Bodied Red Wines"
"Niedermayr Josef 2011 Terlaner Hof zu Pramol White","Aromatic White Wines"
"Luis Felipe Edwards 2011 LFE 900 Single Vineyard Red","Full-Bodied Red Wines"
"Ioppa 2011 Santa Fè","Full-Bodied Red Wines"
"Domaine de Joÿ 2016 Envie de Joÿ White","Light-Bodied White Wines"
"Saviah 2013 Hunt & Gather Red","Medium-Bodied Red Wines"
"Daviana 2009 Cabernache Red","Full-Bodied Red Wines"
"Gnarly Head 2011 Authentic Red","Medium-Bodied Red Wines"
"Estate Biblia Chora 2011 Ovilos White","Aromatic White Wines"
"ONX 2012 Field Day White","Aromatic White Wines"
"Brunori 2012 Torquis","Medium-Bodied Red Wines"
"Parducci 2013 Coro Mendocino Red","Medium-Bodied Red Wines"
"Terre di Talamo 2012 Tempo Riserva","Medium-Bodied Red Wines"
"Suberli 2012 Riserva","Medium-Bodied Red Wines"
"Monteverro 2013 Tinata Red","Full-Bodied Red Wines"
"Ornellaia 2014 Le Serre Nuove Red","Full-Bodied Red Wines"
"Telaya 2014 Turas Red","Medium-Bodied Red Wines"
"Luce della Vite 2014 Lucente Red","Medium-Bodied Red Wines"
"Marchesi de' Frescobaldi 2013 Nipozzano Riserva","Full-Bodied Red Wines"
"Kuleto Estate 2013 Native Son Red","Full-Bodied Red Wines"
"Mazzei 2013 Belguardo Serrata Red","Full-Bodied Red Wines"
"Tamaya 2009 Reserva Malbec-Cabernet Sauvignon-Syrah Red","Full-Bodied Red Wines"
"Viña La Rosa 2008 Cuvée Don Reca Limited Release Red","Full-Bodied Red Wines"
"Magnificent Wine Company 2009 House Wine Red Red","Medium-Bodied Red Wines"
"JM Cellars 2007 Tre Fanciulli Red","Medium-Bodied Red Wines"
"Flying Trout 2015 Cutthroat Red","Medium-Bodied Red Wines"
"Portal del Montsant 2010 Santbru White","Light-Bodied White Wines"
"Vie di Romans 2012 Flors di Uis White","Aromatic White Wines"
"FlyWine 2012 The Wing Man Red","Medium-Bodied Red Wines"
"Gabriel Meffre 2015 Gabriel Chardonnay-Gros Manseng White","Aromatic White Wines"
"Gabriel Meffre 2015 La Châsse Sauvignon-Grenache White","Aromatic White Wines"
"La Castellada 2009 Bianco della Castellada White","Aromatic White Wines"
"Bracco 2013 La Mont-Brach White","Aromatic White Wines"
"Cantina Fratelli Pardi 2012 Colle di Giove","Medium-Bodied Red Wines"
"Cirulli 2011 Hedone Rosso Red","Medium-Bodied Red Wines"
"Ancient Peaks 2011 Renegade Margarita Vineyard Red","Medium-Bodied Red Wines"
"Zudugarai 2012 White","Light-Bodied White Wines"
"Olivi 2012 Orhora White","Light-Bodied White Wines"
"Ruffino 2012 Orvieto","Medium-Bodied Red Wines"
"Salviano 2012 Salviano","Aromatic White Wines"
"Genium Celler 2007 Ecològic Red","Full-Bodied Red Wines"
"Atrea 2009 Old Soul Red Wine Red","Medium-Bodied Red Wines"
"Brian Carter Cellars 2008 Tuttorosso Red","Medium-Bodied Red Wines"
"Santa Rita 2005 Triple C Red","Full-Bodied Red Wines"
"Bindi Sergardi 2011 La Ghirlanda","Medium-Bodied Red Wines"
"Vicente Gandia 2006 Generación 1 Red","Full-Bodied Red Wines"
"Cryptic 2011 Red","Medium-Bodied Red Wines"
"Telmo Rodríguez 2012 Basa White","Aromatic White Wines"
"Castellaccia 2008 Riserva","Full-Bodied Red Wines"
"Fattoria Vitiano 2010 Chianti Classico","Medium-Bodied Red Wines"
"Gundlach Bundschu 2010 Mountain Cuvée Red","Medium-Bodied Red Wines"
"Tudal 2010 Baci's Bin 32 Founder's Blend Red","Full-Bodied Red Wines"
"Tudal 2012 Honker Blanc White","Light-Bodied White Wines"
"Il Valentiano 2009 Red","Full-Bodied Red Wines"
"Livernano 2010 L'Anima White","Full-Bodied White Wines"
"Mocali 2010 Fossetti Red","Full-Bodied Red Wines"
"Gualdo del Re 2010 Eliseo Red","Full-Bodied Red Wines"
"Sea Shell Cellars 2010 Low Tide Red","Medium-Bodied Red Wines"
"Hill Family Estate 2012 Origin Red","Full-Bodied Red Wines"
"Kestrel 2011 Falcon Series Tribute Red","Medium-Bodied Red Wines"
"Palari 2011 Faro","Full-Bodied Red Wines"
"Parrish Family 2013 Silken Reserve Red","Full-Bodied Red Wines"
"Château d'Antugnac 2005 Aux Bons Hommes Red","Medium-Bodied Red Wines"
"Cims de Porrera 2003 Solanes Red","Full-Bodied Red Wines"
"Jack Nicklaus Wines 2011 Private Reserve White","Full-Bodied White Wines"
"Maldonado 2009 Red","Full-Bodied Red Wines"
"Planeta 2010 La Segreta Red","Medium-Bodied Red Wines"
"Planeta 2010 La Segreta White","Aromatic White Wines"
"Tamarack Cellars 2009 Firehouse Red Red","Full-Bodied Red Wines"
"Tenuta Rapitalà 2008 Nuhar Red","Full-Bodied Red Wines"
"Machiavelli 2004 Il Principe Red","Full-Bodied Red Wines"
"Grattamacco 2004 Bolgheri","Full-Bodied Red Wines"
"Erik Banti 2004 Poggio Maestrino Annosesto Red","Full-Bodied Red Wines"
"Rocca delle Macìe 2005 Sasyr Red","Full-Bodied Red Wines"
"Tenuta di Burchino 2004 Il Burchino Red","Full-Bodied Red Wines"
"Mazzei 2004 Serrata di Belguardo","Full-Bodied Red Wines"
"La Fortuna 2004 La Fortuna Red","Full-Bodied Red Wines"
"A to Z 2004 Night & Day Red Wine Red","Medium-Bodied Red Wines"
"Campomaggio 2004 Vigneti di Campomaggio Red","Full-Bodied Red Wines"
"Il Borro 2005 Pian di Nova Red","Full-Bodied Red Wines"
"Miguel Torres 2005 Cordillera Reserva Privada Red","Full-Bodied Red Wines"
"Ravenswood 2007 Icon Mixed Blacks Red","Full-Bodied Red Wines"
"Rocca di Frassinello 2007 Poggio alla Guardia","Full-Bodied Red Wines"
"Vall Llach 2013 Embruix Red","Full-Bodied Red Wines"
"Sandro de Bruno 2015 Colle di Montecchia di Crosara","Aromatic White Wines"
"L'Enclos des Braves 2016 Tombé du Ciel Red","Medium-Bodied Red Wines"
"Whitehall Lane 2012 Tre Leoni Red","Medium-Bodied Red Wines"
"Nittardi 2011 Nectar Dei","Full-Bodied Red Wines"
"Barton & Guestier 2011 Rosé d'Anjou","Rosé Wines"
"Emvy Cellars 2008 Devotion Red","Full-Bodied Red Wines"
"FLO 2010 Red","Medium-Bodied Red Wines"
"Fabiano 2005 Negraró","Full-Bodied Red Wines"
"Girolamo Russo 2006 'A Rina","Full-Bodied Red Wines"
"Allée Bleue 2008 Starlette Blanc White","Aromatic White Wines"
"Bisceglia 2005 Tréje Red","Medium-Bodied Red Wines"
"Venteux 2006 Estate Cuvée Red","Medium-Bodied Red Wines"
"Peirano 2014 The Other White","Aromatic White Wines"
"Castello della Sala 2014 San Giovanni della Sala","Full-Bodied White Wines"
"Andrew Will 2005 Sorella Red Wine Red","Full-Bodied Red Wines"
"La Playa 1998 Claret Red","Full-Bodied Red Wines"
"Primus 1998 Red","Medium-Bodied Red Wines"
"Astoria 2006 Crevada White","Full-Bodied White Wines"
"O. Fournier 2008 Urban Maule Red","Full-Bodied Red Wines"
"Marisa Cuomo 2012 Ravello Rosso Riserva Red","Full-Bodied Red Wines"
"Palmento Costanzo 2012 Nero di Sei","Full-Bodied Red Wines"
"Terra d'Oro 2012 Red","Medium-Bodied Red Wines"
"Santa Lucia 2012 A Luciano","Full-Bodied Red Wines"
"Karl Josef 2011 Piesporter Michelsberg Qualitätswein White","Aromatic White Wines"
"Murrieta's Well 2012 The Whip White","Aromatic White Wines"
"Oak Knoll NV Toasted Cow White Vintners Blend White","Light-Bodied White Wines"
"Querceto di Castellina 2009 Belvedere Riserva","Full-Bodied Red Wines"
"Querciavalle 2010 Chianti Classico","Medium-Bodied Red Wines"
"Wine for Food 2006 Wine for BBQ Red","Medium-Bodied Red Wines"
"Altavia 2006 Noname Dolceacqua White","Dessert & Fortified Wines"
"Herding Cats NV Merlot-Pinotage Red","Medium-Bodied Red Wines"
"Columbia Crest 2007 Two Vines Vineyard 10 Red Wine Red","Medium-Bodied Red Wines"
"Brassfield 2008 Serenity White","Light-Bodied White Wines"
"Peterson 2006 Il Granaio Red","Full-Bodied Red Wines"
"Michalakis 2005 Velvet Passion Red","Medium-Bodied Red Wines"
"Millésimé 2006 Scoprire Red","Medium-Bodied Red Wines"
"Seven Daughters NV Red","Medium-Bodied Red Wines"
"Troll Bridge 2010 Password Red","Full-Bodied Red Wines"
"Vicente Gandia 2014 Hoya de Cadenas 130 Anniversary White","Light-Bodied White Wines"
"Tiberini 2008 Vigneto Fossatone Riserva","Full-Bodied Red Wines"
"Quadrant 2013 White","Light-Bodied White Wines"
"Cellers Grifoll Declara 2013 Predicat Red","Full-Bodied Red Wines"
"Diversion 2012 Majestic Red","Medium-Bodied Red Wines"
"Lunadoro 2007 Quercione Riserva","Full-Bodied Red Wines"
"Merritt NV Winemaster's Choice Red","Medium-Bodied Red Wines"
"Barbi 2014 Secco","Light-Bodied White Wines"
"Flam 2010 Unoaked Blanc White","Light-Bodied White Wines"
"Tenute Soletta 2010 Kyanos White","Aromatic White Wines"
"Big Guy 2007 Big Guy Red","Medium-Bodied Red Wines"
"Poggio Verrano 2007 Poggio Verrano 3 Red","Full-Bodied Red Wines"
"Mark Ryan 2009 The Dissident Merlot-Cabernet Sauvignon-Syrah-Malbec-Petit Verdot Red","Full-Bodied Red Wines"
"Recanati 2012 Reserve Red","Full-Bodied Red Wines"
"Cafaggio 2010 Basilica S. Martino Riserva","Full-Bodied Red Wines"
"Castello di Verrazzano 2011 Riserva","Full-Bodied Red Wines"
"Saggi 2012 Red","Medium-Bodied Red Wines"
"Umathum 2014 Gelber-Roter Veltliner White","Aromatic White Wines"
"HandCraft 2012 Inspiration White","Light-Bodied White Wines"
"Feiler-Artinger 2008 Ruster Ausbruch Pinot Cuvée White","Dessert & Fortified Wines"
"Venge 2012 Scout's Honor Red","Full-Bodied Red Wines"
"Domaine Rolet Père et Fils 2007 Tradition White","Light-Bodied White Wines"
"Tamarack Cellars 2008 Seven Hills Vineyard Reserve Red Red","Full-Bodied Red Wines"
"Vermador 2009 White Wine Made With Organic Grapes White","Full-Bodied White Wines"
"Donna Olimpia 1898 2014 Bolgheri","Full-Bodied Red Wines"
"Fattoria La Vialla 2012 Casal Duro Red","Medium-Bodied Red Wines"
"Fornacelle 2013 Foglio 38 Red","Medium-Bodied Red Wines"
"Fornacelle 2013 Guarda Boschi","Full-Bodied Red Wines"
"Il Palagio 2013 Message in a Bottle Red","Medium-Bodied Red Wines"
"Parker 2014 Daily Red Blend Alisos Vineyard Red","Full-Bodied Red Wines"
"Rascioni e Cecconello 2015 Osa White","Aromatic White Wines"
"Renieri 2012 Riserva","Full-Bodied Red Wines"
"Banfi 2010 Col di Sasso Red","Medium-Bodied Red Wines"
"Domaine Rotier 2016 Les Gravels White","Aromatic White Wines"
"Guado al Melo 2013 Atis","Full-Bodied Red Wines"
"Monte del Frà 2016 Lena di Mezzo","Medium-Bodied Red Wines"
"Oveja Negra 2008 Cabernet Franc-Carménère Red","Medium-Bodied Red Wines"
"Borra 2011 47.5 Degree Red","Full-Bodied Red Wines"
"Borra 2011 Fusion Red","Medium-Bodied Red Wines"
"Ànima Negra 2011 Àn/2 Red","Full-Bodied Red Wines"
"Fattoria Ambra 2012 Montabiolo Riserva","Full-Bodied Red Wines"
"Apothic 2011 Winemaker's Blend Red","Medium-Bodied Red Wines"
"Mirassou NV Sunset Red Red","Medium-Bodied Red Wines"
"X 2010 Red X Red","Medium-Bodied Red Wines"
"Berryessa Gap 2014 The Coble Ranch Red","Medium-Bodied Red Wines"
"Bocale 2013 Montefalco Rosso","Full-Bodied Red Wines"
"Domaine de Ménard 2015 Cuvée Marine White","Aromatic White Wines"
"Gabarda NV 3 Red","Medium-Bodied Red Wines"
"Bodegas Virgen del Águila 2001 Señorío del Águila Gran Reserva Red","Full-Bodied Red Wines"
"Gamache 2009 Boulder Red Red","Medium-Bodied Red Wines"
"Hendry 2010 Red","Full-Bodied Red Wines"
"Lamole di Lamole 2010 Riserva","Full-Bodied Red Wines"
"Casa al Vento 2012 Foho Riserva","Full-Bodied Red Wines"
"Contucci 2010 Pietra Rossa","Full-Bodied Red Wines"
"Volpaia 2011 Coltassala Riserva","Full-Bodied Red Wines"
"Shannon Ridge 2009 Wrangler Red Red","Medium-Bodied Red Wines"
"St. Francis 2010 White Splash White","Light-Bodied White Wines"
"Lorenzi Estate 2009 Red Fusion Red","Medium-Bodied Red Wines"
"Barnard Griffin 2007 Fumé Blanc White","Aromatic White Wines"
"Brian Carter Cellars 2005 L'Etalon Red Wine Red","Medium-Bodied Red Wines"
"Bedarra 2009 Beachfront White","Light-Bodied White Wines"
"Domaine des Sablonnettes 2008 Les Copains d'Abord Red","Medium-Bodied Red Wines"
"SalvaTerra 2015 Valpolicella Classico","Medium-Bodied Red Wines"
"Artesana 2015 Tannat-Merlot-Zinfandel Red","Medium-Bodied Red Wines"
"Diversion 2014 Majestic Red","Medium-Bodied Red Wines"
"Domaine de Ménard 2015 Haut-Marin Cuvée Marine White","Aromatic White Wines"
"World's End 2013 Wavelength Stagecoach Vineyard Red","Full-Bodied Red Wines"
"Tinedo 2013 N. 2 Red","Medium-Bodied Red Wines"
"La Prevostura 2012 Muntacc Red","Medium-Bodied Red Wines"
"Castello di Meleto 2005 Fiore Red","Medium-Bodied Red Wines"
"Hedges Family Estate 2007 Red Mountain Red Red","Full-Bodied Red Wines"
"Terre del Marchesato 2007 Emilio Primo Red","Full-Bodied Red Wines"
"Meinklang 2016 Burgenlandweiß White","Full-Bodied White Wines"
"Tenuta Rapitalà 2012 Hugonis Red","Full-Bodied Red Wines"
"Pittnauer 2014 Mash Pitt White","Light-Bodied White Wines"
"Bianchi 2012 Syranot Pinot Noir-Syrah-Petite Sirah Red","Full-Bodied Red Wines"
"Monte dall'Ora 2009 Saustò","Full-Bodied Red Wines"
"Brigaldara 2008 Case Vecie","Full-Bodied Red Wines"
"La Dama 2008 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Andrew Will 2010 Sorella Red","Medium-Bodied Red Wines"
"Burnt Bridge 2011 Pont Brûlé Red","Medium-Bodied Red Wines"
"Duca del Frassino 2011 Red","Medium-Bodied Red Wines"
"Caracol Serrano 2010 Red","Full-Bodied Red Wines"
"Estampa 2009 Reserve Assemblage Carménère-Cabernet Sauvignon-Cabernet Franc Red","Full-Bodied Red Wines"
"Fattoria Le Pupille 2011 Morellino di Scansano","Medium-Bodied Red Wines"
"Bindella 2008 Dolce Sinfonia","Dessert & Fortified Wines"
"Castello d'Albola 2008 Riserva","Full-Bodied Red Wines"
"Castello di Bossi 2004 Vin San Laurentino Red","Dessert & Fortified Wines"
"Alberto Orte 2008 La Antigua Clásico Reserva","Full-Bodied Red Wines"
"Barrel Oak 2009 Bowhaus White Table Wine White","Light-Bodied White Wines"
"Don Ramón 2008 Red","Medium-Bodied Red Wines"
"Illuminati Dino 2011 Costalupo White","Aromatic White Wines"
"Monte Xanic 2011 Chenin-Colombard White","Light-Bodied White Wines"
"Mas La Mola 2007 Red","Full-Bodied Red Wines"
"Fattoria Lavacchio 2011 Bianco del Mulino White","Aromatic White Wines"
"Fattoria Le Pupille 2011 Poggio Argentato White","Full-Bodied White Wines"
"Castello di Montepò 2010 Morellino di Scansano","Medium-Bodied Red Wines"
"Contucci 2009 Riserva","Full-Bodied Red Wines"
"Fontodi 2010 Vigna del Sorbo Gran Selezione","Full-Bodied Red Wines"
"Lamole di Lamole 2010 Vigneto di Campolungo Gran Selezione","Full-Bodied Red Wines"
"Volpaia 2008 Vin Santo del Chianti Classico","Dessert & Fortified Wines"
"Bodegas Ontañón 2001 Gran Reserva Tempranillo-Graciano","Full-Bodied Red Wines"
"Tenuta San Guido 2014 Sassicaia","Full-Bodied Red Wines"
"Valdivieso NV Caballo Loco Number Sixteen Red","Medium-Bodied Red Wines"
"Gualdo del Re 2007 Eliseo Red","Medium-Bodied Red Wines"
"Tenuta San Francesco 2006 Tramonti Red","Medium-Bodied Red Wines"
"Botter 2006 Terre del Sole Lunate Red","Medium-Bodied Red Wines"
"Lyeth 2011 Fleur de Lyeth Red","Medium-Bodied Red Wines"
"Kitchen Sink NV Reserve White Table Wine White","Light-Bodied White Wines"
"Saggi 2014 Red","Medium-Bodied Red Wines"
"Arndorfer 2016 Vorgeschmack Red","Medium-Bodied Red Wines"
"Derby 2014 Project España Derby Vineyard White","Aromatic White Wines"
"O•S Winery 2011 16th Street Bridge Red","Medium-Bodied Red Wines"
"Tre Nova 2010 Ripasso Red","Medium-Bodied Red Wines"
"Château Bellevue la Forêt 2010 Red","Medium-Bodied Red Wines"
"Cinnabar 2011 Tripartite Red","Medium-Bodied Red Wines"
"Ferré I Catasús 2012 Cap de Trons Red","Medium-Bodied Red Wines"
"Astorre Noti 2012 Rosso di Montepulciano","Medium-Bodied Red Wines"
"Vecchia Cantina di Montepulciano 2013 Rosso di Montepulciano","Medium-Bodied Red Wines"
"Keuka Spring 2012 Miller's Cove Red","Medium-Bodied Red Wines"
"Marani 2014 Tsinandali White","Aromatic White Wines"
"Villa Spinosa 2012 Amarone della Valpolicella","Full-Bodied Red Wines"
"Avide 2004 Sigillo Red","Full-Bodied Red Wines"
"Still River NV Apfel Eis Apple Ice Wine Apple","Dessert & Fortified Wines"
"Domaine Pinnacle NV Ice Apple Wine Apple","Dessert & Fortified Wines"
"Aver Family Vineyards 2011 Faith Red","Full-Bodied Red Wines"
"Casa Donoso 2012 Perla Negra Red","Full-Bodied Red Wines"
"Château de Rhodes 2011 Red","Full-Bodied Red Wines"
"San Fabiano Calcinaia 2010 Cerviolo Red","Medium-Bodied Red Wines"
"Tenuta di Trecciano 2012 Daniello Red","Full-Bodied Red Wines"
"Juan Gil 2006 Red","Full-Bodied Red Wines"
"Fabiano 2004 Recioto della Valpolicella","Dessert & Fortified Wines"
"Matthews 2012 Blackboard Red","Full-Bodied Red Wines"
"Nittardi 2011 Riserva","Full-Bodied Red Wines"
"Rocca di Castagnoli 2013 Chianti Classico","Medium-Bodied Red Wines"
"Wargin Wines 2011 Big & Beautiful Red","Full-Bodied Red Wines"
"Sea Shell Cellars 2010 Balboa Reserve Estate Red","Full-Bodied Red Wines"
"Wine Art Estate 2008 Techni Alipiaç Dry Red","Full-Bodied Red Wines"
"Podere Guado al Melo 2009 Antillo","Medium-Bodied Red Wines"
"Podere San Cristoforo 2010 Luminoso White","Aromatic White Wines"
"Tikal 2006 Patriota Red","Full-Bodied Red Wines"
"DC Flynt MW Selections 2009 First Timer Red","Medium-Bodied Red Wines"
"Francis Ford Coppola 2008 Director's Cut Cinema Red","Full-Bodied Red Wines"
"Weingut Christ 2011 XXI Red","Medium-Bodied Red Wines"
"Domaine de la Vallongue 2010 Garrigues Red","Full-Bodied Red Wines"
"Northstar 2009 Stella Maris Red","Medium-Bodied Red Wines"
"Domìni Veneti 2008 Villa","Full-Bodied Red Wines"
"Corte Rugolin 2007 Monte Danieli","Full-Bodied Red Wines"
"Bellini 2010 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Conde Ansurez 1996 Tinto Crianza Red","Medium-Bodied Red Wines"
"Parxet 2002 Marques de Alella Clasico White","Light-Bodied White Wines"
"Triacca 2012 La Modonnina Riserva","Medium-Bodied Red Wines"
"Talosa 2013 Vino Nobile di Montepulciano","Full-Bodied Red Wines"
"Le Casalte 2014 Rosso di Montepulciano","Medium-Bodied Red Wines"
"Bedell 2012 Taste White","Aromatic White Wines"
"Mercer 2011 Ode to Brothers Reserve Red","Full-Bodied Red Wines"
"Domaine de Gensac 2011 Piaffer Red","Medium-Bodied Red Wines"
"Abadia Retuerta 2011 Le Domaine Blanco de Guarda White","Full-Bodied White Wines"
"Baron De Ley 2015 White","Aromatic White Wines"
"Trivento 2016 Amado Sur White","Full-Bodied White Wines"
"Zuani 2014 Riserva White","Aromatic White Wines"
"Naia 2012 Las Brisas White","Medium-Bodied Red Wines"
"Pampas del Sur 2016 Tenacious Reserve Red","Full-Bodied Red Wines"
"Vinadeis 2016 Appetit de France Red","Light-Bodied Red Wines"
"Colognole 2012 Chianti Rufina","Medium-Bodied Red Wines"
"Fattoria di Grignano 2012 Poggio Gualtieri Riserva","Full-Bodied Red Wines"
"Fattoria La Vialla 2015 Casa Conforto","Medium-Bodied Red Wines"
"Fattoria Lavacchio 2011 Cedro Riserva","Full-Bodied Red Wines"
